,User_ID,Country,Age,Harry_Potter_1,A_Painted_House,Snow_Falling_on_Cedars,The_Firm,Harry_Potter_5,Ladies_Detective_Agency,The_Rainmaker,The_Bridges_of_Madison_County,A_Child_Called_It,Bridget_Jones_Diary,Stones_From_The_River,The_Perfect_Storm
21319,65289,switzerland,32,0,0,0,0,0,0,0,0,0,0,0,0
12570,65334,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19133,65347,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
10726,65394,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
2753,65398,usa,13,0,0,0,0,0,0,0,0,0,0,0,0
1949,65409,usa,44,0,0,0,0,0,0,0,0,0,1,0,0
5532,65429,usa,55,0,0,0,0,0,0,0,0,0,0,0,0
4063,65444,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
8462,65471,canada,13,0,0,0,0,0,0,0,0,0,0,0,0
14418,65483,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7556,65484,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
17057,65487,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
13647,65522,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20230,65526,germany,45,0,0,0,0,0,0,0,0,0,0,0,0
11159,65549,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3903,65584,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
3395,65607,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11740,65637,usa,64,0,0,0,0,0,0,0,0,0,0,0,0
22927,65645,spain,43,0,0,0,0,0,0,0,0,0,0,0,0
1621,65653,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21724,65656,germany,37,0,0,0,0,0,0,0,0,0,0,0,0
1590,65665,australia,40,0,0,0,0,0,0,0,0,0,0,0,0
12033,65680,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18487,65710,switzerland,34,0,0,0,0,0,0,0,0,0,0,0,0
18605,65718,belgium,32,0,0,0,0,0,0,0,0,0,0,0,0
16595,65719,united kingdom,61,0,0,0,0,0,0,0,0,0,0,0,0
15706,65724,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18573,65754,france,42,0,0,0,0,0,0,0,0,0,0,0,0
13642,65755,usa,18,0,0,0,0,0,0,0,0,0,0,0,0
8326,65769,united kingdom,36,1,0,0,0,0,0,0,0,0,0,0,0
4865,65791,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
7866,65817,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11579,65837,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
24,65844,united kingdom,32,0,0,0,0,0,0,0,0,0,0,0,0
6023,65877,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19491,65902,switzerland,40,0,0,0,0,0,0,0,0,0,0,0,0
23051,65904,argentina,21,0,0,0,0,0,0,0,0,0,0,0,0
23437,65907,italy,44,0,0,0,0,0,0,0,0,0,0,0,0
8166,65913,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
4636,65917,canada,47,0,0,0,0,0,0,0,0,0,0,0,0
10795,65921,usa,13,0,0,0,0,0,0,0,0,0,0,0,0
6288,65946,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20260,65947,switzerland,21,0,0,0,0,0,0,0,0,0,0,0,0
20868,65951,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
23434,65956,italy,22,0,0,0,0,0,0,0,0,0,0,0,0
23025,65969,spain,23,0,0,0,0,0,0,0,0,0,0,0,0
20366,65986,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
22634,65987,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
19737,65996,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
16182,66000,united kingdom,32,0,0,0,0,0,0,0,0,0,0,0,0
14987,66011,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17182,66017,other,51,0,0,0,0,0,0,0,0,0,0,0,0
6689,66055,usa,32,0,1,0,0,0,0,0,0,0,0,0,0
4050,66067,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
15806,66071,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7345,66073,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
23738,66085,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
4776,66088,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
10699,66091,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5222,66100,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
16230,66109,canada,22,0,0,0,0,0,0,0,0,0,0,0,0
5678,66129,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
17292,66159,usa,66,0,0,0,0,0,0,0,0,0,0,0,0
23296,66163,spain,42,0,0,0,0,0,0,0,0,0,0,0,0
15845,66175,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
20231,66176,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
2156,66211,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5223,66214,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
17863,66255,switzerland,25,0,0,0,0,0,0,0,0,0,0,0,0
6690,66288,other,29,0,1,0,0,0,0,0,0,0,0,0,0
3567,66323,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
17997,66358,france,27,0,0,0,0,0,0,0,0,0,0,0,0
10615,66370,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6494,66387,usa,52,0,0,0,0,0,0,1,0,0,0,0,0
21235,66407,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
21266,66408,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18414,66414,switzerland,34,0,0,0,0,0,0,0,0,0,0,0,0
20326,66418,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
20077,66423,germany,32,0,0,0,0,0,0,0,0,0,0,0,0
5700,66443,canada,29,0,0,0,0,0,0,0,0,0,0,0,0
21779,66448,austria,51,0,0,0,0,0,0,0,0,0,0,0,0
10250,66462,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
20049,66467,germany,22,0,0,0,0,0,0,0,0,0,0,0,0
20852,66470,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
15735,66476,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
15265,66483,germany,16,0,0,0,0,0,0,0,0,0,0,0,0
3163,66485,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21759,66491,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
7346,66512,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
1855,66518,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9744,66523,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7033,66527,usa,53,0,0,0,0,0,0,0,0,0,0,0,0
13763,66528,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20249,66555,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
21984,66562,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
5613,66563,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22391,66564,spain,20,0,0,0,0,0,0,0,0,0,0,0,0
11199,66565,usa,75,0,0,0,0,0,0,0,0,0,0,0,0
11347,66574,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
6691,66578,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
22561,66579,spain,27,0,0,0,0,0,0,0,0,0,0,0,0
22109,66599,spain,36,0,0,0,0,0,0,0,0,0,0,0,0
14046,66617,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
15044,66640,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
6495,66651,usa,35,0,0,0,0,0,0,1,0,0,0,0,0
7275,66661,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4877,66680,usa,67,0,0,0,0,0,0,0,0,0,0,0,0
21345,66686,germany,25,0,0,0,0,0,0,0,0,0,0,0,0
23748,66690,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
14403,66740,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9874,66757,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
13973,66764,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
8028,66772,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17605,66783,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
339,66789,usa,55,0,0,0,0,0,0,0,0,0,0,0,0
10716,66811,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
13532,66827,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8637,66842,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
14764,66850,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
22991,66886,spain,21,0,0,0,0,0,0,0,0,0,0,0,0
5253,66917,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
19547,66935,germany,41,0,0,0,0,0,0,0,0,0,0,0,0
9922,66938,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9490,66940,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
1651,66942,malaysia,31,1,0,0,0,1,0,0,0,1,0,0,0
17561,66948,united kingdom,49,0,0,0,0,0,0,0,0,0,0,0,0
19745,66952,germany,47,0,0,0,0,0,0,0,0,0,0,0,0
14532,66956,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
3115,67017,united kingdom,27,0,0,0,0,0,0,0,0,0,0,0,0
23054,67023,spain,27,0,0,0,0,0,0,0,0,0,0,0,0
6120,67025,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
11865,67029,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
18011,67044,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
4942,67064,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
9784,67079,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
18121,67082,france,29,0,0,0,0,0,0,0,0,0,0,0,0
5856,67085,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
22598,67103,spain,48,0,0,0,0,0,0,0,0,0,0,0,0
19366,67111,germany,36,0,0,0,0,0,0,0,0,0,0,0,0
20337,67120,germany,29,0,0,0,0,0,0,0,0,0,0,0,0
18319,67121,france,35,0,0,0,0,0,0,0,0,0,0,0,0
14206,67128,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
23583,67173,italy,28,0,0,0,0,0,0,0,0,0,0,0,0
2314,67174,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
8862,67176,canada,31,0,0,0,0,0,0,0,0,0,0,0,0
3350,67198,usa,13,0,0,0,0,0,0,0,0,0,0,0,0
15533,67199,usa,62,0,0,0,0,0,0,0,0,0,0,0,0
9174,67214,united kingdom,30,0,0,0,0,0,0,0,0,0,0,0,0
14709,67250,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2040,67270,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
17641,67288,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
7436,67296,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
6254,67298,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
10722,67322,usa,73,0,0,0,0,0,0,0,0,0,0,0,0
11119,67337,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17050,67351,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
6874,67354,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
13318,67375,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
8079,67383,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2205,67384,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7538,67402,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
17573,67404,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
11137,67415,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
11023,67494,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19344,67497,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
8760,67515,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
697,67542,usa,60,0,0,0,0,0,0,0,0,0,0,0,0
17183,67543,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4717,67544,canada,30,0,0,0,0,0,0,0,0,0,0,0,0
701,67547,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
2695,67560,australia,43,0,0,0,0,0,0,0,0,0,0,0,0
19874,67576,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
18980,67578,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
3314,67591,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
2266,67600,united kingdom,36,0,0,0,0,0,0,0,0,0,0,0,0
11218,67619,usa,55,0,0,0,0,0,0,0,0,0,0,0,0
381,67627,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
13993,67648,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21706,67649,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
15596,67656,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7190,67663,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
6351,67693,usa,24,0,0,0,1,0,0,0,0,0,0,0,0
5335,67696,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6231,67700,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
23938,67718,italy,45,0,0,0,0,0,0,0,0,0,0,0,0
3876,67775,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8501,67782,usa,12,0,0,0,0,0,0,0,0,0,0,0,0
11876,67796,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
8826,67810,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
23444,67812,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
15558,67829,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
11467,67838,canada,49,0,0,0,0,0,0,0,0,0,0,0,0
1307,67840,usa,50,0,0,0,0,0,1,0,0,0,0,0,0
10948,67886,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
15899,67901,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
7945,67910,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19161,67932,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
12428,67952,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
2841,67958,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
995,67979,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16994,67986,usa,54,0,0,0,0,0,0,0,0,0,0,0,0
8497,68000,canada,10,0,0,0,0,0,0,0,0,0,0,0,0
17170,68081,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17629,68121,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
11486,68146,usa,70,0,0,0,0,0,0,0,0,0,0,0,0
17271,68151,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23,68156,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
1642,68184,other,35,0,0,0,0,0,0,0,1,0,0,0,0
2214,68185,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
364,68187,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
14003,68202,usa,59,0,0,0,0,0,0,0,0,0,0,0,0
4850,68217,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10517,68226,germany,28,0,0,0,0,0,0,0,0,0,0,0,0
4552,68234,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6352,68249,usa,50,0,0,0,1,0,0,0,0,0,0,0,0
19078,68254,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
1950,68256,usa,28,0,0,0,0,0,0,0,0,0,1,0,0
16519,68257,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
11644,68269,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12151,68272,usa,64,0,0,0,0,0,0,0,0,0,0,0,0
11608,68273,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
12470,68275,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18574,68295,france,22,0,0,0,0,0,0,0,0,0,0,0,0
21413,68328,germany,32,0,0,0,0,0,0,0,0,0,0,0,0
23312,68339,spain,32,0,0,0,0,0,0,0,0,0,0,0,0
16180,68341,united kingdom,26,0,0,0,0,0,0,0,0,0,0,0,0
4955,68349,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17737,68352,usa,71,0,0,0,0,0,0,0,0,0,0,0,0
13950,68387,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
3193,68422,united kingdom,27,0,0,0,0,0,0,0,0,0,0,0,0
19598,68424,germany,25,0,0,0,0,0,0,0,0,0,0,0,0
3028,68436,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
1721,68447,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
4514,68465,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
14007,68468,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10683,68473,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
16699,68478,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
22206,68483,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
12302,68487,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7377,68491,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
23118,68495,spain,32,0,0,0,0,0,0,0,0,0,0,0,0
19048,68496,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
20788,68498,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
19444,68500,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
13441,68518,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8886,68561,usa,59,0,0,0,0,0,0,0,0,0,0,0,0
9207,68568,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
17655,68571,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
6353,68574,usa,35,0,0,0,1,0,0,0,0,0,0,0,0
17330,68599,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14809,68608,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
15236,68612,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
12377,68621,usa,52,0,0,0,0,0,0,0,0,0,0,0,0
6158,68643,usa,38,0,0,0,0,1,0,0,0,0,0,0,0
17500,68647,canada,43,0,0,0,0,0,0,0,0,0,0,0,0
9983,68663,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22638,68688,portugal,26,0,0,0,0,0,0,0,0,0,0,0,0
10774,68690,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
15808,68694,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
5562,68700,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
5820,68729,canada,58,0,0,0,0,0,0,0,0,0,0,0,0
16020,68743,united kingdom,46,0,0,0,0,0,0,0,0,0,0,0,0
7630,68760,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
9725,68828,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
16920,68838,new zealand,35,0,0,0,0,0,0,0,0,0,0,0,0
2247,68846,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
24270,68852,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
11276,68860,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
15237,68887,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
2145,68891,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11710,68893,usa,38,0,0,0,0,0,0,0,0,0,0,0,0
19520,68897,germany,44,0,0,0,0,0,0,0,0,0,0,0,0
23143,68913,spain,9,0,0,0,0,0,0,0,0,0,0,0,0
23126,68928,other,68,0,0,0,0,0,0,0,0,0,0,0,0
123,68943,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10404,68984,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
4043,68998,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
3507,69008,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12118,69017,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
2697,69023,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
22812,69025,spain,27,0,0,0,0,0,0,0,0,0,0,0,0
9701,69032,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8526,69042,canada,55,0,0,0,0,0,0,0,0,0,0,0,0
23344,69049,spain,28,0,0,0,0,0,0,0,0,0,0,0,0
4782,69056,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22116,69076,spain,31,0,0,0,0,0,0,0,0,0,0,0,0
256,69078,usa,42,0,0,0,0,0,0,0,0,0,0,1,0
23977,69079,italy,27,0,0,0,0,0,0,0,0,0,0,0,0
21940,69086,germany,32,0,0,0,0,0,0,0,0,0,0,0,0
15925,69089,australia,28,0,0,0,0,0,0,0,0,0,0,0,0
19226,69114,switzerland,28,0,0,0,0,0,0,0,0,0,0,0,0
1365,69120,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
7757,69130,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
20319,69141,germany,23,0,0,0,0,0,0,0,0,0,0,0,0
16692,69143,australia,35,0,0,0,0,0,0,0,0,0,0,0,0
8235,69147,other,35,0,0,0,0,0,0,0,0,0,0,0,0
4438,69156,usa,31,0,0,0,0,1,0,0,0,0,0,0,0
14700,69172,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2871,69180,usa,50,0,0,0,0,0,0,0,0,0,0,0,0
23099,69189,Spain,34,0,0,0,0,0,0,0,0,0,0,0,0
7268,69191,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
7347,69205,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1951,69211,usa,35,0,0,0,0,0,0,0,0,0,1,0,0
17364,69228,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
6964,69232,usa,55,0,0,0,0,0,0,0,1,0,0,0,0
21180,69311,germany,29,0,0,0,0,0,0,0,0,0,0,0,0
20776,69331,germany,37,0,0,0,0,0,0,0,0,0,0,0,0
18775,69332,germany,32,0,0,0,0,0,0,0,0,0,0,0,0
4657,69355,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3161,69360,united kingdom,104,0,0,0,0,0,0,0,0,0,0,0,0
15900,69375,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4095,69378,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
6159,69389,usa,29,0,0,0,0,1,0,0,0,0,0,0,0
2891,69410,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1180,69425,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4718,69440,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
21175,69444,germany,50,0,0,0,0,0,0,0,0,0,0,0,0
23423,69460,other,36,0,0,0,0,0,0,0,0,0,0,0,0
17959,69467,france,35,0,0,0,0,0,0,0,0,0,0,0,0
903,69493,other,42,0,0,0,0,0,0,0,0,0,0,0,0
9453,69511,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15801,69526,canada,21,0,0,0,0,0,0,0,0,0,0,0,0
14078,69540,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11553,69564,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
7361,69600,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
10384,69612,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22477,69617,spain,24,0,0,0,0,0,0,0,0,0,0,0,0
13449,69627,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
3133,69648,united kingdom,34,0,0,0,0,0,0,0,0,0,0,0,0
4189,69649,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2881,69684,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
674,69691,usa,18,0,0,0,0,0,0,0,0,0,0,0,0
2176,69697,usa,24,0,0,0,0,1,0,0,0,0,0,0,0
14321,69709,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19180,69727,switzerland,25,0,0,0,0,0,0,0,0,0,0,0,0
11890,69731,canada,45,0,0,0,0,0,0,0,0,0,0,0,0
18304,69732,france,23,0,0,0,0,0,0,0,0,0,0,0,0
21559,69734,germany,23,0,0,0,0,0,0,0,0,0,0,0,0
4273,69749,canada,20,0,0,0,0,0,0,0,0,0,0,0,0
16940,69768,netherlands,28,0,0,0,0,0,0,0,0,0,0,0,0
16624,69772,malaysia,35,0,0,0,0,0,0,0,0,0,0,0,0
3396,69775,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
111,69790,australia,41,0,0,0,0,0,0,0,0,0,0,0,0
21440,69795,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
10849,69808,france,34,0,0,0,0,0,0,0,0,0,0,0,0
23024,69865,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
16465,69878,united kingdom,38,0,0,0,0,0,0,0,0,0,0,0,0
124,69879,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16109,69896,united kingdom,63,0,0,0,0,0,0,0,0,0,0,0,0
21581,69913,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
19631,69918,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18155,69955,france,50,0,0,0,0,0,0,0,0,0,0,0,0
15413,69963,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9531,69967,canada,41,0,0,0,0,0,0,0,0,0,0,0,0
3734,69971,usa,43,0,1,0,0,0,0,0,0,0,0,0,0
19818,70040,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
56,70052,canada,30,0,0,0,0,0,0,0,0,0,0,0,0
17156,70109,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
187,70129,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
12171,70138,canada,28,0,0,0,0,0,0,0,0,0,0,0,0
12571,70165,canada,25,0,0,0,0,0,0,0,0,0,0,0,0
7965,70205,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14143,70214,netherlands,32,0,0,0,0,0,0,0,0,0,0,0,0
19743,70238,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
17893,70266,switzerland,37,0,0,0,0,0,0,0,0,0,0,0,0
16073,70273,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
10669,70286,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
18731,70310,france,21,0,0,0,0,0,0,0,0,0,0,0,0
15178,70338,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8632,70345,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15684,70371,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2126,70379,usa,35,0,0,0,0,0,0,0,0,1,0,0,0
19100,70399,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
12020,70401,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
252,70415,usa,57,0,0,0,0,0,0,0,0,0,0,0,0
2459,70448,usa,17,0,0,0,0,0,0,0,0,0,0,0,0
11033,70463,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
17379,70464,usa,55,0,0,0,0,0,0,0,0,0,0,0,0
17708,70480,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
15004,70507,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9733,70510,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
7704,70529,usa,70,0,0,0,0,0,0,0,0,0,0,0,0
8186,70541,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
12008,70543,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
188,70554,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
13549,70564,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1291,70569,canada,42,0,0,0,0,0,0,0,0,0,0,0,0
4204,70585,sweden,46,0,0,0,0,0,0,0,0,0,0,0,0
536,70594,canada,53,0,0,0,0,0,1,0,0,0,0,0,0
14282,70600,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11110,70601,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
14765,70603,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15094,70606,australia,27,0,0,0,0,0,0,0,0,0,0,0,0
